latency_ms,cdf
3.04707,0.447012
3.04709,0.447046
3.04709,0.447081
3.04711,0.447115
3.04711,0.44715
3.04712,0.447184
3.04712,0.447219
3.04712,0.447253
3.04713,0.447288
3.04714,0.447322
3.04715,0.447357
3.04715,0.447391
3.04715,0.447426
3.04716,0.44746
3.04716,0.447495
3.04717,0.447529
3.04718,0.447564
3.04721,0.447598
3.04721,0.447633
3.04721,0.447667
3.04723,0.447701
3.04723,0.447736
3.04725,0.44777
3.04726,0.447805
3.04727,0.447839
3.04727,0.447874
3.04728,0.447908
3.04729,0.447943
3.04729,0.447977
3.04731,0.448012
3.04731,0.448046
3.04733,0.448081
3.04733,0.448115
3.04734,0.44815
3.04734,0.448184
3.04738,0.448219
3.04738,0.448253
3.04738,0.448288
3.0474,0.448322
3.04741,0.448357
3.04742,0.448391
3.04742,0.448426
3.04743,0.44846
3.04743,0.448495
3.04743,0.448529
3.04743,0.448564
3.04743,0.448598
3.04743,0.448633
3.04745,0.448667
3.04745,0.448702
3.04746,0.448736
3.04746,0.448771
3.04746,0.448805
3.04748,0.44884
3.04748,0.448874
3.0475,0.448909
3.04751,0.448943
3.04751,0.448977
3.04751,0.449012
3.04752,0.449046
3.04752,0.449081
3.04753,0.449115
3.04755,0.44915
3.04756,0.449184
3.04757,0.449219
3.04758,0.449253
3.0476,0.449288
3.04761,0.449322
3.04762,0.449357
3.04763,0.449391
3.04765,0.449426
3.04765,0.44946
3.04766,0.449495
3.04766,0.449529
3.04767,0.449564
3.04767,0.449598
3.04768,0.449633
3.04768,0.449667
3.04768,0.449702
3.04768,0.449736
3.04768,0.449771
3.0477,0.449805
3.0477,0.44984
3.04771,0.449874
3.04772,0.449909
3.04772,0.449943
3.04772,0.449978
3.04773,0.450012
3.04773,0.450047
3.04773,0.450081
3.04773,0.450116
3.04773,0.45015
3.04774,0.450185
3.04774,0.450219
3.04774,0.450253
3.04775,0.450288
3.04775,0.450322
3.04776,0.450357
3.04776,0.450391
3.04776,0.450426
3.04777,0.45046
3.04778,0.450495
3.04778,0.450529
3.04778,0.450564
3.0478,0.450598
3.0478,0.450633
3.04781,0.450667
3.04781,0.450702
3.04781,0.450736
3.04782,0.450771
3.04782,0.450805
3.04784,0.45084
3.04786,0.450874
3.04787,0.450909
3.04787,0.450943
3.04788,0.450978
3.04789,0.451012
3.0479,0.451047
3.0479,0.451081
3.04791,0.451116
3.04791,0.45115
3.04792,0.451185
3.04792,0.451219
3.04793,0.451254
3.04796,0.451288
3.04797,0.451323
3.04797,0.451357
3.04798,0.451392
3.04798,0.451426
3.04799,0.45146
3.04799,0.451495
3.04801,0.451529
3.04802,0.451564
3.04802,0.451598
3.04803,0.451633
3.04803,0.451667
3.04804,0.451702
3.04804,0.451736
3.04805,0.451771
